last_name,first_name,tv_name,id,country,gender,seed,seedValue,bio_image,birth_date,birth_place,residence,height,weight,plays,turned_pro,country_long,singles_rank,doubles_rank,career-prize-money,events_entered/0/event_id,events_entered/0/event_name,events_entered/0/seed,maxServe,timeOnCourt,featureImage,events_entered/1/event_id,events_entered/1/event_name,events_entered/1/seed,events_entered/2/event_id,events_entered/2/event_name,events_entered/2/seed
Elias,Gastao,G. Elias,atpe698,POR,M,false,,atpe698.jpg,24 November 1990,"Lourinha, Portugal","Lourinha, Portugal"," 5' 11"" / 1.80 meters",167 lbs. / 75.7 kilos,Right,2008,Portugal,215,1472,"1,267,335",MQ,Men's Qual Singles,,-,06:05,,,,,,,
Erlich,Jonathan,J. Erlich,atpe152,ISR,M,false,,atpe152.jpg,05 April 1977,"Buenos Aires, Argentina","Tel Aviv, Israel"," 5' 9"" / 1.75 meters",171 lbs. / 77.6 kilos,Right,1996,Israel,0,65,"2,767,596",MD,Men's Doubles,,-,03:22,,,,,,,
Escobar,Gonzalo,G. Escobar,atpe661,ECU,M,false,,atpe661.jpg,20 January 1989,"Manta, Ecuador","Manta, Ecuador"," 5' 10"" / 1.78 meters",175 lbs. / 79.4 kilos,Left,,Ecuador,520,47,"374,308",MD,Men's Doubles,,-,01:54,,,,,,,
Escobedo,Ernesto,E. Escobedo,atpe873,USA,M,false,,atpe873.jpg,04 July 1996,"Los Angeles, CA, USA","West Covina, CA, USA"," 6' 1"" / 1.85 meters",180 lbs. / 81.6 kilos,Right,2014,United States of America,175,377,"1,212,332",MS,Men's Singles,,127 MPH,03:27,,,,,,,
Etcheverry,Tomas Martin,T. Etcheverry,atpea24,ARG,M,false,,atpea24.jpg,18 July 1999,"La Plata, Argentina","La Plata, Argentina"," 6' 5"" / 1.96 meters",180 lbs. / 81.6 kilos,Right,,Argentina,137,290,"190,280",MQ,Men's Qual Singles,21,-,01:40,,,,,,,
Eubanks,Christopher,C. Eubanks,atpe865,USA,M,false,,atpe865.jpg,05 May 1996,"Atlanta, GA, USA","Atlanta, GA, USA"," 6' 7"" / 2.01 meters",180 lbs. / 81.6 kilos,Right,2017,United States of America,199,217,"788,692",MS,Men's Singles,,130 MPH,10:06,,MD,Men's Doubles,,MQ,Men's Qual Singles,
Evans,Daniel,D. Evans,atpe687,GBR,M,true,24,atpe687.jpg,23 May 1990,"Birmingham, England","Dubai, UAE"," 5' 9"" / 1.75 meters",165 lbs. / 74.8 kilos,Right,2006,United Kingdom,23,64,"4,333,473",MS,Men's Singles,24,129 MPH,13:41,https://images.usopen.org/ix-events-usta-players/action/atpe687.jpg,MD,Men's Doubles,,,,
Fabbiano,Thomas,T. Fabbiano,atpf586,ITA,M,false,,atpf586.jpg,26 May 1989,"Grottaglie, Italy","Dubai, UAE"," 5' 8"" / 1.73 meters",154 lbs. / 69.9 kilos,Right,2005,Italy,227,425,"2,299,575",MQ,Men's Qual Singles,,-,01:09,,,,,,,
Farah,Robert,R. Farah,atpf525,COL,M,false,,atpf525.jpg,20 January 1987,"Montreal, Canada","Pereira, Colombia"," 6' 4"" / 1.93 meters",196 lbs. / 88.9 kilos,Right,2010,Colombia,0,12,"4,183,556",MD,Men's Doubles,5,-,02:12,,,,,,,
Fernandez,Gustavo,G. Fernandez,itf800282122,ARG,M,false,,itf800282122.jpg,20 January 1994,Rio Tercero; Argentina,Rio Tercero; Argentina, ,,Right,,Argentina,4,6,,CS,WC Men's Singles,,88 MPH,06:04,,CD,WC Men's Doubles,,,,
Ferreira Silva,Frederico,F. Ferreira Silva,atpsn54,POR,M,false,,atpsn54.jpg,18 March 1995,"Caldas da Rainha, Portugal","Caldas da Rainha, Portugal"," 5' 10"" / 1.78 meters",163 lbs. / 73.9 kilos,Left,2013,Portugal,184,642,"454,283",MQ,Men's Qual Singles,,-,01:08,,,,,,,
Ficovich,Juan Pablo,J. Ficovich,atpfa43,ARG,M,false,,atpfa43.jpg,24 January 1997,"Buenos Aires, Argentina",Berazategui," 6' 3"" / 1.91 meters",172 lbs. / 78.0 kilos,Right,,Argentina,247,1418,"202,590",MQ,Men's Qual Singles,,-,05:06,,,,,,,
Florig,Philip,P. Florig,itf800495738,GER,M,false,,itf800495738.jpg, 0 ,,, ,,,,Germany,,,,BS,Junior Boys' Singles,,128 MPH,05:47,,BD,Junior Boys' Doubles,,BQ,Boys' Qual Singles,7
Fognini,Fabio,F. Fognini,atpf510,ITA,M,true,28,atpf510.jpg,24 May 1987,"Sanremo, Italy","Arma di Taggia, Italy"," 5' 10"" / 1.78 meters",174 lbs. / 78.9 kilos,Right,2004,Italy,32,108,"16,167,386",MS,Men's Singles,28,127 MPH,03:18,https://images.usopen.org/ix-events-usta-players/action/atpf510.jpg,,,,,,
Fratangelo,Bjorn,B. Fratangelo,atpf811,USA,M,false,,atpf811.jpg,19 July 1993,"Pittsburgh, PA, USA","Orlando, FL, USA"," 6' 0"" / 1.83 meters",175 lbs. / 79.4 kilos,Right,2012,United States of America,189,423,"1,427,102",MD,Men's Doubles,,-,05:25,,XD,Mixed Doubles,,MQ,Men's Qual Singles,
Fritz,Taylor,T. Fritz,atpfb98,USA,M,false,,atpfb98.jpg,28 October 1997,"Rancho Santa Fe, CA, USA","Rancho Palos Verdes, CA, USA"," 6' 4"" / 1.93 meters",190 lbs. / 86.2 kilos,Right,2015,United States of America,39,121,"4,917,169",MS,Men's Singles,,134 MPH,07:07,https://images.usopen.org/ix-events-usta-players/action/atpfb98.jpg,,,,,,
Fucsovics,Marton,M. Fucsovics,atpf724,HUN,M,false,,atpf724.jpg,08 February 1992,"Nyiregyhaza, Hungary","Budapest, Hungary"," 6' 2"" / 1.88 meters",181 lbs. / 82.1 kilos,Right,2010,Hungary,41,331,"4,575,814",MS,Men's Singles,,124 MPH,04:54,https://images.usopen.org/ix-events-usta-players/action/atpf724.jpg,MD,Men's Doubles,,,,
Gaio,Federico,F. Gaio,atpgb53,ITA,M,false,,atpgb53.jpg,05 March 1992,"Faenza, Italy","Faenza, Italy"," 5' 10"" / 1.78 meters",182 lbs. / 82.6 kilos,Right,2009,Italy,157,178,"819,551",MQ,Men's Qual Singles,,-,03:09,,,,,,,
Galan,Daniel Elahi,D. Galan,atpge33,COL,M,false,,atpge33.jpg,18 June 1996,"Bucaramanga, Colombia","Bogota, Colombia"," 6' 3"" / 1.91 meters",159 lbs. / 72.1 kilos,Right,2015,Colombia,110,492,"899,204",MQ,Men's Qual Singles,3,-,01:01,,,,,,,
Galloway,Robert,R. Galloway,atpg09v,USA,M,false,,atpg09v.jpg,24 September 1992,"Columbia, SC, USA","Greenville, SC, USA"," 6' 2"" / 1.88 meters",180 lbs. / 81.6 kilos,Right,2015,United States of America,1109,111,"140,880",MD,Men's Doubles,,-,02:23,,,,,,,
Garin,Cristian,C. Garin,atpgd64,CHI,M,true,16,atpgd64.jpg,30 May 1996,"Santiago, Chile","Santiago, Chile"," 6' 1"" / 1.85 meters",187 lbs. / 84.8 kilos,Right,2011,Chile,17,248,"3,523,214",MS,Men's Singles,16,131 MPH,06:18,https://images.usopen.org/ix-events-usta-players/action/atpgd64.jpg,,,,,,
Gasquet,Richard,R. Gasquet,atpg628,FRA,M,false,,atpg628.jpg,18 June 1986,"Beziers, France","Neuchatel, Switzerland"," 6' 0"" / 1.83 meters",174 lbs. / 78.9 kilos,Right,2002,France,85,0,"18,996,030",MS,Men's Singles,,120 MPH,01:56,https://images.usopen.org/ix-events-usta-players/action/atpg628.jpg,,,,,,
Gaston,Hugo,H. Gaston,atpg09o,FRA,M,false,,atpg09o.jpg,26 September 2000,"Toulouse, France","Fonsorbes, France"," 5' 8"" / 1.73 meters",149 lbs. / 67.6 kilos,Left,2018,France,118,376,"693,702",MQ,Men's Qual Singles,11,-,02:14,,,,,,,
Gaubas,Vilius,V. Gaubas,atpg0fw,LTU,M,false,,atpg0fw.jpg,29 December 2004,,, ,,,,Lithuania,0,2139,474,BD,Junior Boys' Doubles,,-,06:10,,BQ,Boys' Qual Singles,3,,,
Gerard,Joachim,J. Gerard,itf800230303,BEL,M,false,,itf800230303.jpg,15 October 1988,Limelette; Belgium,Limelette; Belgium, ,,Right,,Belgium,3,8,,,,,-,-,,,,,,,
Gerasimov,Egor,E. Gerasimov,atpgc89,BLR,M,false,,atpgc89.jpg,11 November 1992,"Minsk, Belarus","Minsk, Belarus"," 6' 5"" / 1.96 meters",190 lbs. / 86.2 kilos,Right,2010,Belarus,90,1019,"1,624,399",MS,Men's Singles,,128 MPH,01:42,,,,,,,
Giannessi,Alessandro,A. Giannessi,atpg983,ITA,M,false,,atpg983.jpg,30 May 1990,"La Spezia, Italy","La Spezia, Italy"," 6' 1"" / 1.85 meters",180 lbs. / 81.6 kilos,Left,2008,Italy,174,617,"1,132,947",MQ,Men's Qual Singles,,-,01:06,,,,,,,
Gille,Sander,S. Gille,atpgd32,BEL,M,false,,atpgd32.jpg,15 January 1991,"Hasselt, Belgium","Kuringen, Belgium"," 6' 1"" / 1.85 meters",165 lbs. / 74.8 kilos,Right,2013,Belgium,0,31,"585,732",MD,Men's Doubles,16,-,05:22,,XD,Mixed Doubles,8,,,
Giron,Marcos,M. Giron,atpgc88,USA,M,false,,atpgc88.jpg,24 July 1993,"Thousand Oaks, CA, USA","Thousand Oaks, CA, USA"," 5' 11"" / 1.80 meters",170 lbs. / 77.1 kilos,Right,2014,United States of America,69,870,"1,548,984",MS,Men's Singles,,128 MPH,06:33,,MD,Men's Doubles,,,,
Giustino,Lorenzo,L. Giustino,atpga79,ITA,M,false,,atpga79.jpg,10 September 1991,"Naples, Italy","Barcelona, Spain"," 5' 11"" / 1.80 meters",182 lbs. / 82.6 kilos,Right,2007,Italy,229,712,"713,877",MQ,Men's Qual Singles,,-,02:18,,,,,,,
Glasspool,Lloyd,L. Glasspool,atpgd08,GBR,M,false,,atpgd08.jpg,19 November 1993,Birmingham,Birmingham," 6' 3"" / 1.91 meters",187 lbs. / 84.8 kilos,Right,,United Kingdom,614,87,"217,336",MD,Men's Doubles,,-,01:36,,,,,,,
Godsick,Nicholas,N. Godsick,itf800650134,USA,M,false,,itf800650134.jpg, 0 ,,, ,,,,United States of America,,,,BD,Junior Boys' Doubles,,120 MPH,04:21,,,,,,,
Goffin,David,D. Goffin,atpgb88,BEL,M,true,27,atpgb88.jpg,07 December 1990,"Rocourt, Belgium","Monte Carlo, Monaco"," 5' 11"" / 1.80 meters",154 lbs. / 69.9 kilos,Right,2009,Belgium,30,808,"15,201,381",MS,Men's Singles,27,123 MPH,02:07,https://images.usopen.org/ix-events-usta-players/action/atpgb88.jpg,,,,,,
Gojo,Borna,B. Gojo,atpgh92,CRO,M,false,,atpgh92.jpg,27 February 1998,split,Split," 6' 5"" / 1.96 meters",198 lbs. / 89.8 kilos,Right,,Croatia,225,602,"172,656",MQ,Men's Qual Singles,,-,01:58,,,,,,,
Gojowczyk,Peter,P. Gojowczyk,atpg967,GER,M,false,,atpg967.jpg,15 July 1989,"Munich, Germany","Munich, Germany"," 6' 2"" / 1.88 meters",183 lbs. / 83.0 kilos,Right,2006,Germany,101,550,"3,226,256",MS,Men's Singles,,130 MPH,16:36,,MQ,Men's Qual Singles,20,,,
Golubev,Andrey,A. Golubev,atpg806,KAZ,M,false,,atpg806.jpg,22 July 1987,"Volzhskij, Russia","Astana, Kazakhstan"," 5' 11"" / 1.80 meters",169 lbs. / 76.7 kilos,Right,2005,Kazakhstan,958,38,"2,910,500",MD,Men's Doubles,15,-,05:03,,,,,,,
Gombos,Norbert,N. Gombos,atpgb93,SVK,M,false,,atpgb93.jpg,13 August 1990,"Galanta, Slovakia","Bratislava, Slovakia"," 6' 4"" / 1.93 meters",187 lbs. / 84.8 kilos,Right,2009,Slovakia,115,0,"1,743,817",MS,Men's Singles,,133 MPH,03:10,,,,,,,
Gomes,Miguel,M. Gomes,atpg0f4,POR,M,false,,atpg0f4.jpg,06 April 2003,,, ,,,,Portugal,0,2542,949,BS,Junior Boys' Singles,,127 MPH,08:41,,BD,Junior Boys' Doubles,,BQ,Boys' Qual Singles,10
Gomez,Emilio,E. Gomez,atpga36,ECU,M,false,,atpga36.jpg,28 November 1991,"Guayaquil, Ecuador","Guayaquil, Ecuador"," 6' 1"" / 1.85 meters",178 lbs. / 80.7 kilos,Right,2013,Ecuador,156,380,"568,967",MQ,Men's Qual Singles,,-,03:22,,,,,,,
Gonzalez,Maximo,M. Gonzalez,atpg585,ARG,M,false,,atpg585.jpg,20 July 1983,"Tandil, Argentina","Tandil, Argentina"," 5' 8"" / 1.73 meters",165 lbs. / 74.8 kilos,Right,2002,Argentina,0,25,"2,752,966",MD,Men's Doubles,14,-,04:16,,XD,Mixed Doubles,,,,
Gonzalez,Santiago,S. Gonzalez,atpg551,MEX,M,false,,atpg551.jpg,24 February 1983,"Cordoba, Mexico","Cordoba, Mexico"," 6' 3"" / 1.91 meters",202 lbs. / 91.6 kilos,Right,2001,Mexico,0,49,"2,337,678",MD,Men's Doubles,,-,05:32,,,,,,,
Goransson,Andre,A. Goransson,atpge03,SWE,M,false,,atpge03.jpg,30 April 1994,"Rang, Sweden","Hollviken, Sweden"," 6' 2"" / 1.88 meters",190 lbs. / 86.2 kilos,Right,,Sweden,0,69,"177,094",MD,Men's Doubles,,-,01:19,,,,,,,
Gorzny,Sebastian,S. Gorzny,itf800479781,USA,M,false,,itf800479781.jpg, 0 ,,, ,,,,United States of America,,,,BQ,Boys' Qual Singles,,-,02:13,,,,,,,
Granollers,Marcel,M. Granollers,atpg710,ESP,M,false,,atpg710.jpg,12 April 1986,"Barcelona, Spain","Barcelona, Spain"," 6' 3"" / 1.91 meters",176 lbs. / 79.8 kilos,Right,2003,Spain,285,8,"11,556,338",MD,Men's Doubles,2,-,07:55,,,,,,,
Grenier,Hugo,H. Grenier,atpgf95,FRA,M,false,,atpgf95.jpg,23 March 1996,"Montbrison, France","Montbrison, France"," 6' 5"" / 1.96 meters",187 lbs. / 84.8 kilos,Right,,France,219,500,"192,774",MQ,Men's Qual Singles,,-,02:13,,,,,,,
Griekspoor,Tallon,T. Griekspoor,atpgj37,NED,M,false,,atpgj37.jpg,02 July 1996,"Haarlem, Netherlands","Amsterdam, Netherlands"," 6' 2"" / 1.88 meters",187 lbs. / 84.8 kilos,Right,2015,Netherlands,133,352,"744,523",MS,Men's Singles,,130 MPH,05:16,,,,,,,
Gueymard Wayenburg,Sascha,S. Gueymard Wayenburg,atpg0gw,FRA,M,false,,atpg0gw.jpg,01 August 2003,,, ,,Right,,France,1348,1883,"2,145",BS,Junior Boys' Singles,11,129 MPH,08:01,,BD,Junior Boys' Doubles,3,,,
Guillen Meza,Alvaro,A. Guillen Meza,atpg0dh,ECU,M,false,,atpg0dh.jpg,02 January 2003,,, ,,,,Ecuador,1580,1772,"1,866",BS,Junior Boys' Singles,,122 MPH,03:09,,BD,Junior Boys' Doubles,,,,
Gulbis,Ernests,E. Gulbis,atpg858,LAT,M,false,,atpg858.jpg,30 August 1988,"Riga, Latvia","Jurmala, Latvia"," 6' 3"" / 1.91 meters",187 lbs. / 84.8 kilos,Right,2004,Latvia,196,806,"7,612,858",MQ,Men's Qual Singles,,-,05:36,,,,,,,
Gunneswaran,Prajnesh,P. Gunneswaran,atpga94,IND,M,false,,atpga94.jpg,12 November 1989,"Chennai, India","Chennai, India"," 6' 2"" / 1.88 meters",176 lbs. / 79.8 kilos,Left,2010,India,165,890,"888,338",MQ,Men's Qual Singles,,-,02:26,,,,,,,
Haase,Robin,R. Haase,atph756,NED,M,false,,atph756.jpg,06 April 1987,"The Hague, The Netherlands","Turnhout, Belgium"," 6' 3"" / 1.91 meters",170 lbs. / 77.1 kilos,Right,2005,Netherlands,224,77,"7,661,651",MD,Men's Doubles,,-,04:55,,MQ,Men's Qual Singles,,,,
Halys,Quentin,Q. Halys,atphb64,FRA,M,false,,atphb64.jpg,26 October 1996,"Bondy, France","Boulogne-Billancourt, France"," 6' 3"" / 1.91 meters",187 lbs. / 84.8 kilos,Right,2012,France,171,245,"1,292,257",MS,Men's Singles,,133 MPH,07:33,,MQ,Men's Qual Singles,,,,
Hanfmann,Yannick,Y. Hanfmann,atph997,GER,M,false,,atph997.jpg,13 November 1991,"Karlsruhe, Germany","Munich, Germany"," 6' 4"" / 1.93 meters",190 lbs. / 86.2 kilos,Right,2015,Germany,132,300,"1,083,655",MS,Men's Singles,,130 MPH,01:55,,,,,,,
Harris,Lloyd,L. Harris,atphg86,RSA,M,false,,atphg86.jpg,24 February 1997,"Cape Town, South Africa","Cape Town, South Africa"," 6' 4"" / 1.93 meters",176 lbs. / 79.8 kilos,Right,2015,South Africa,31,231,"2,454,145",MS,Men's Singles,,133 MPH,15:17,,MD,Men's Doubles,,,,
Harrison,Christian,C. Harrison,atphb05,USA,M,false,,atphb05.jpg,29 May 1994,"Shreveport, LA, USA","Bradenton, FL, USA"," 5' 11"" / 1.80 meters",170 lbs. / 77.1 kilos,Right,2007,United States of America,275,195,"486,288",MQ,Men's Qual Singles,,-,03:20,,,,,,,
Heliovaara,Harri,H. Heliovaara,atph808,FIN,M,false,,atph808.jpg,04 June 1989,"Helsinki, Finland","Helsinki, Finland"," 6' 2"" / 1.88 meters",181 lbs. / 82.1 kilos,Right,,Finland,681,76,"266,702",MD,Men's Doubles,,-,02:12,,,,,,,
Heng,Nicholas,N. Heng,itf800502142,USA,M,false,,itf800502142.jpg, 0 ,,, ,,,,United States of America,,,,BQ,Boys' Qual Singles,,-,03:38,,,,,,,
Herbert,Pierre-Hugues,P. Herbert,atph996,FRA,M,false,,atph996.jpg,18 March 1991,"Schiltigheim, France","Delemont, Switzerland"," 6' 2"" / 1.88 meters",165 lbs. / 74.8 kilos,Right,2010,France,98,6,"8,532,841",MS,Men's Singles,,130 MPH,10:37,https://images.usopen.org/ix-events-usta-players/action/atph996.jpg,MD,Men's Doubles,3,,,
Hewett,Alfie,A. Hewett,itf800305047,GBR,M,false,,itf800305047.jpg,06 December 1997,Norwich; Great Britain,Cantley; Great Britain, ,,Right,,United Kingdom,2,1,,CS,WC Men's Singles,2,96 MPH,06:08,,CD,WC Men's Doubles,1,,,
Hoang,Antoine,A. Hoang,atpha71,FRA,M,false,,atpha71.jpg,04 November 1995,"Hyeres, France","Aix-en-Provence, France"," 6' 0"" / 1.83 meters",168 lbs. / 76.2 kilos,Right,2016,France,154,145,"994,568",MS,Men's Singles,,122 MPH,08:48,,MQ,Men's Qual Singles,28,,,
Horansky,Filip,F. Horansky,atpha28,SVK,M,false,,atpha28.jpg,07 January 1993,"Piestany, Slovakia","Piestany, Slovakia"," 6' 3"" / 1.91 meters",170 lbs. / 77.1 kilos,Right,2012,Slovakia,208,968,"438,283",MQ,Men's Qual Singles,,-,04:18,,,,,,,
Houdet,Stephane,S. Houdet,itf800274362,FRA,M,false,,itf800274362.jpg,20 November 1970,Saint-Nazaire; Loire Atlantique; France,Paris; France, ,,Right,,France,6,3,,CS,WC Men's Singles,,95 MPH,03:25,,CD,WC Men's Doubles,2,,,
Huesler,Marc-Andrea,M. Huesler,atphh06,SUI,M,false,,atphh06.jpg,24 June 1996,"Zurich, Switzerland","Zurich, Switzerland"," 6' 5"" / 1.96 meters",189 lbs. / 85.7 kilos,Left,2016,Switzerland,160,138,"334,942",MQ,Men's Qual Singles,,-,01:29,,,,,,,
Humbert,Ugo,U. Humbert,atphh26,FRA,M,true,23,atphh26.jpg,26 June 1998,"Metz, France",Luxembourg," 6' 2"" / 1.88 meters",160 lbs. / 72.6 kilos,Left,2016,France,26,481,"2,499,669",MS,Men's Singles,23,126 MPH,02:57,https://images.usopen.org/ix-events-usta-players/action/atphh26.jpg,,,,,,
Hurkacz,Hubert,H. Hurkacz,atphb71,POL,M,true,10,atphb71.jpg,11 February 1997,"Wroclaw, Poland","Monte Carlo, Monaco"," 6' 5"" / 1.96 meters",179 lbs. / 81.2 kilos,Right,2015,Poland,13,56,"4,190,000",MS,Men's Singles,10,136 MPH,08:02,https://images.usopen.org/ix-events-usta-players/action/atphb71.jpg,MD,Men's Doubles,,,,
Ilkel,Cem,C. Ilkel,atpi306,TUR,M,false,,atpi306.jpg,21 August 1995,"Istanbul, Turkey","Istanbul, Turkey"," 6' 1"" / 1.85 meters",179 lbs. / 81.2 kilos,Right,2013,Turkey,176,603,"506,698",MS,Men's Singles,,126 MPH,08:06,,MQ,Men's Qual Singles,,,,
Inglot,Dominic,D. Inglot,atpi200,GBR,M,false,,atpi200.jpg,06 March 1986,"London, England","London, England"," 6' 6"" / 1.98 meters",207 lbs. / 93.9 kilos,Right,,United Kingdom,0,60,"1,941,396",MD,Men's Doubles,,-,03:31,,,,,,,
Isner,John,J. Isner,atpi186,USA,M,true,19,atpi186.jpg,26 April 1985,"Greensboro, NC, USA","Dallas, TX, USA"," 6' 10"" / 2.08 meters",238 lbs. / 108.0 kilos,Right,2007,United States of America,22,181,"20,044,639",MS,Men's Singles,19,142 MPH,02:25,https://images.usopen.org/ix-events-usta-players/action/atpi186.jpg,,,,,,
Istomin,Denis,D. Istomin,atpi165,UZB,M,false,,atpi165.jpg,07 September 1986,"Orenburg, Russia","Tashkent, Uzbekistan"," 6' 2"" / 1.88 meters",187 lbs. / 84.8 kilos,Right,2004,Uzbekistan,226,303,"6,279,568",MQ,Men's Qual Singles,,-,01:21,,,,,,,
Ito,Tatsuma,T. Ito,atpi230,JPN,M,false,,atpi230.jpg,18 May 1988,"Mie, Japan","Tokyo, Japan"," 5' 11"" / 1.80 meters",165 lbs. / 74.8 kilos,Right,2006,Japan,237,0,"1,760,106",MQ,Men's Qual Singles,,-,01:18,,,,,,,
Ivanovski,Kalin,K. Ivanovski,atpi0ap,MKD,M,false,,atpi0ap.jpg,11 May 2004,,, ,,,,Republic of North Macedonia,1686,1580,"1,782",BD,Junior Boys' Doubles,,119 MPH,02:50,,BQ,Boys' Qual Singles,1,,,
Ivashka,Ilya,I. Ivashka,atpi305,BLR,M,false,,atpi305.jpg,24 February 1994,"Minsk, Belarus","Minsk, Belarus"," 6' 4"" / 1.93 meters",185 lbs. / 83.9 kilos,Right,2013,Belarus,53,0,"1,763,659",MS,Men's Singles,,133 MPH,09:36,,MD,Men's Doubles,,,,
Janvier,Maxime,M. Janvier,atpj620,FRA,M,false,,atpj620.jpg,18 October 1996,"Creil, France","Gouvieux, France"," 6' 5"" / 1.96 meters",187 lbs. / 84.8 kilos,Right,2014,France,216,334,"623,394",MQ,Men's Qual Singles,,-,05:29,,,,,,,
Johnson,Steve,S. Johnson,atpj386,USA,M,false,,atpj386.jpg,24 December 1989,"Orange, CA, USA","Redondo Beach, CA, USA"," 6' 2"" / 1.88 meters",190 lbs. / 86.2 kilos,Right,2012,United States of America,87,62,"7,061,559",MS,Men's Singles,,133 MPH,13:12,,MD,Men's Doubles,,,,
Jung,Jason,J. Jung,atpj380,TPE,M,false,,atpj380.jpg,15 June 1989,"Torrance, CA, USA","Torrance, CA, USA"," 5' 11"" / 1.80 meters",152 lbs. / 68.9 kilos,Right,2011,Chinese Taipei,166,837,"958,792",MQ,Men's Qual Singles,,-,02:44,,,,,,,
Jurajda,Adam,A. Jurajda,atpj0cn,CZE,M,false,,atpj0cn.jpg, 0 ,,, ,,,,Czech Republic,,,,BD,Junior Boys' Doubles,,-,02:36,,BQ,Boys' Qual Singles,4,,,
Kamke,Tobias,T. Kamke,atpk839,GER,M,false,,atpk839.jpg,21 May 1986,"Lubeck, Germany","Hamburg, Germany"," 5' 10"" / 1.78 meters",167 lbs. / 75.7 kilos,Right,2004,Germany,251,0,"2,522,535",MQ,Men's Qual Singles,,-,02:18,,,,,,,
Kang,Kyle,K. Kang,atpk0hl,USA,M,false,,atpk0hl.jpg, 0 ,,, ,,,,United States of America,,,,BS,Junior Boys' Singles,,123 MPH,08:08,,BD,Junior Boys' Doubles,,BQ,Boys' Qual Singles,
Karatsev,Aslan,A. Karatsev,atpkc56,RUS,M,true,21,atpkc56.jpg,04 September 1993,"Vladikavkaz, Russia",Russia," 6' 1"" / 1.85 meters",187 lbs. / 84.8 kilos,Right,2011,Russia,25,170,"1,970,200",MS,Men's Singles,21,127 MPH,13:11,https://images.usopen.org/ix-events-usta-players/action/atpkc56.jpg,MD,Men's Doubles,,,,
Karlovic,Ivo,I. Karlovic,atpk336,CRO,M,false,,atpk336.jpg,28 February 1979,"Zagreb, Croatia","Miami, FL, USA; Grand Bahama"," 6' 11"" / 2.11 meters",230 lbs. / 104.3 kilos,Right,2000,Croatia,204,0,"10,151,122",MS,Men's Singles,,134 MPH,06:22,,MQ,Men's Qual Singles,,,,
Kasnikowski,Maks,M. Kasnikowski,atpk0hc,POL,M,false,,atpk0hc.jpg,06 July 2003,Warszawa,Warszawa," 5' 11"" / 1.80 meters",171 lbs. / 77.6 kilos,Right,,Poland,1635,0,"2,398",BS,Junior Boys' Singles,15,126 MPH,06:00,,BD,Junior Boys' Doubles,,,,
Kavcic,Blaz,B. Kavcic,atpk834,SLO,M,false,,atpk834.jpg,05 March 1987,"Ljubljana, Slovenia","Dubai, UAE"," 6' 2"" / 1.88 meters",172 lbs. / 78.0 kilos,Right,2005,Slovenia,244,415,"2,017,482",MQ,Men's Qual Singles,,-,00:41,,,,,,,
Kecmanovic,Miomir,M. Kecmanovic,atpki95,SRB,M,false,,atpki95.jpg,31 August 1999,"Belgrade, Serbia","Dubai, UAE"," 6' 0"" / 1.83 meters",165 lbs. / 74.8 kilos,Right,2017,Serbia,60,281,"2,484,546",MS,Men's Singles,,127 MPH,04:54,https://images.usopen.org/ix-events-usta-players/action/atpki95.jpg,MD,Men's Doubles,,,,
Khachanov,Karen,K. Khachanov,atpke29,RUS,M,true,25,atpke29.jpg,21 May 1996,"Moscow, Russia","Dubai, UAE"," 6' 6"" / 1.98 meters",192 lbs. / 87.1 kilos,Right,2013,Russia,27,78,"10,030,267",MS,Men's Singles,25,130 MPH,03:07,https://images.usopen.org/ix-events-usta-players/action/atpke29.jpg,,,,,,
Khan,Zane,Z. Khan,atpk0eq,USA,M,false,,atpk0eq.jpg,11 February 2002,"Houston, Texas","Delray Beach, Florida"," 6' 1"" / 1.85 meters",165 lbs. / 74.8 kilos,Right,,United States of America,407,1585,"72,819",MQ,Men's Qual Singles,,-,06:25,,,,,,,
Kim,Aidan,A. Kim,itf800571031,USA,M,false,,itf800571031.jpg, 0 ,,, ,,,,United States of America,,,,BS,Junior Boys' Singles,,118 MPH,02:57,,BD,Junior Boys' Doubles,,,,
Kimhi,Orel,O. Kimhi,atpk0ho,ISR,M,false,,atpk0ho.jpg,19 August 2003,,, ,,,,Israel,1831,0,468,BQ,Boys' Qual Singles,,-,02:30,,,,,,,
King,Evan,E. King,atpkb37,USA,M,false,,atpkb37.jpg,25 March 1992,"Chicago, IL, USA","Chicago, IL, USA"," 6' 1"" / 1.85 meters",175 lbs. / 79.4 kilos,Left,2013,United States of America,503,125,"429,402",MD,Men's Doubles,,-,04:02,,,,,,,
Kittay,Benjamin,B. Kittay,itf800526691,USA,M,false,,itf800526691.jpg, 0 ,,, ,,,,United States of America,,,,BD,Junior Boys' Doubles,,-,04:47,,BQ,Boys' Qual Singles,,,,
Klaasen,Raven,R. Klaasen,atpk609,RSA,M,false,,atpk609.jpg,16 October 1982,"King William's Town, RSA","Cape Town, South Africa"," 5' 10"" / 1.78 meters",157 lbs. / 71.2 kilos,Right,2002,South Africa,0,24,"3,766,915",MD,Men's Doubles,11,-,04:28,,,,,,,
Klein,Lukas,L. Klein,atpki63,SVK,M,false,,atpki63.jpg,22 March 1998,"Spisska Nova Ves, Slovakia","Spisska Nova Ves, Slovakia"," 6' 4"" / 1.93 meters",187 lbs. / 84.8 kilos,Right,,Slovakia,245,269,"142,686",,,,-,-,,,,,,,
